hcpcs_code,seq_num,record_id,long_description,short_description
XS,00100,7,"Separate structure, a service that is distinct because it was performed on a",Separate organ/structure
XU,00100,7,"Unusual non-overlapping service, the use of a service that is distinct because",Unusual separate service
ZA,00100,7,Novartis/sandoz,Novartis/sandoz
ZB,00100,7,Pfizer/hospira,Pfizer/hospira
ZC,00100,7,Merck/samsung bioepis,Merck/samsung bioepis
A0021,00100,3,"Ambulance service, outside state per mile, transport (medicaid only)",Outside state ambulance serv
A0080,00100,3,"Non-emergency transportation, per mile - vehicle provided by volunteer",Noninterest escort in non er
A0090,00100,3,"Non-emergency transportation, per mile - vehicle provided by individual (family",Interest escort in non er
A0100,00100,3,Non-emergency transportation; taxi,Nonemergency transport taxi
A0110,00100,3,"Non-emergency transportation and bus, intra or inter state carrier",Nonemergency transport bus
A0120,00100,3,"Non-emergency transportation: mini-bus, mountain area transports, or other",Noner transport mini-bus
A0130,00100,3,Non-emergency transportation: wheelchair van,Noner transport wheelch van
A0140,00100,3,Non-emergency transportation and air travel (private or commercial) intra or,Nonemergency transport air
A0160,00100,3,Non-emergency transportation: per mile - case worker or social worker,Noner transport case worker
A0170,00100,3,"Transportation ancillary: parking fees, tolls, other",Transport parking fees/tolls
A0180,00100,3,Non-emergency transportation: ancillary: lodging-recipient,Noner transport lodgng recip
A0190,00100,3,Non-emergency transportation: ancillary: meals-recipient,Noner transport meals recip
A0200,00100,3,Non-emergency transportation: ancillary: lodging escort,Noner transport lodgng escrt
A0210,00100,3,Non-emergency transportation: ancillary: meals-escort,Noner transport meals escort
A0225,00100,3,"Ambulance service, neonatal transport, base rate, emergency transport, one way",Neonatal emergency transport
A0380,00100,3,Bls mileage (per mile),Basic life support mileage
A0382,00100,3,Bls routine disposable supplies,Basic support routine suppls
A0384,00100,3,Bls specialized service disposable supplies; defibrillation (used by als,Bls defibrillation supplies
A0390,00100,3,Als mileage (per mile),Advanced life support mileag
A0392,00100,3,Als specialized service disposable supplies; defibrillation (to be used only in,Als defibrillation supplies
A0394,00100,3,Als specialized service disposable supplies; iv drug therapy,Als iv drug therapy supplies
A0396,00100,3,Als specialized service disposable supplies; esophageal intubation,Als esophageal intub suppls
A0398,00100,3,Als routine disposable supplies,Als routine disposble suppls
A0420,00100,3,"Ambulance waiting time (als or bls), one half (1/2) hour increments",Ambulance waiting 1/2 hr
A0422,00100,3,"Ambulance (als or bls) oxygen and oxygen supplies, life sustaining situation",Ambulance 02 life sustaining
A0424,00100,3,"Extra ambulance attendant, ground (als or bls) or air (fixed or rotary winged);",Extra ambulance attendant
A0425,00100,3,"Ground mileage, per statute mile",Ground mileage
A0426,00100,3,"Ambulance service, advanced life support, non-emergency transport, level 1 (als",Als 1
A0427,00100,3,"Ambulance service, advanced life support, emergency transport, level 1 (als 1 -",Als1-emergency
A0428,00100,3,"Ambulance service, basic life support, non-emergency transport, (bls)",Bls
A0429,00100,3,"Ambulance service, basic life support, emergency transport (bls-emergency)",Bls-emergency
A0430,00100,3,"Ambulance service, conventional air services, transport, one way (fixed wing)",Fixed wing air transport
A0431,00100,3,"Ambulance service, conventional air services, transport, one way (rotary wing)",Rotary wing air transport
A0432,00100,3,"Paramedic intercept (pi), rural area, transport furnished by a volunteer",Pi volunteer ambulance co
A0433,00100,3,"Advanced life support, level 2 (als 2)",Als 2
A0434,00100,3,Specialty care transport (sct),Specialty care transport
A0435,00100,3,"Fixed wing air mileage, per statute mile",Fixed wing air mileage
A0436,00100,3,"Rotary wing air mileage, per statute mile",Rotary wing air mileage
A0888,00100,3,"Noncovered ambulance mileage, per mile (e.g., for miles traveled beyond closest",Noncovered ambulance mileage
A0998,00100,3,"Ambulance response and treatment, no transport",Ambulance response/treatment
A0999,00100,3,Unlisted ambulance service,Unlisted ambulance service
A2001,00100,3,"Innovamatrix ac, per square centimeter (add-on, list separately in addition to","Innovamatrix ac, per sq cm"
A2002,00100,3,"Mirragen advanced wound matrix, per square centimeter (add-on, list separately",Mirragen adv wnd mat per sq
A2004,00100,3,"Xcellistem, 1 mg","Xcellistem, 1 mg"
A2005,00100,3,"Microlyte matrix, per square centimeter (add-on, list separately in addition to","Microlyte matrix, per sq cm"
A2006,00100,3,"Novosorb synpath dermal matrix, per square centimeter (add-on, list separately",Novosorb synpath per sq cm
A2007,00100,3,"Restrata, per square centimeter (add-on, list separately in addition to primary","Restrata, per sq cm"
A2008,00100,3,"Theragenesis, per square centimeter (add-on, list separately in addition to","Theragenesis, per sq cm"
A2009,00100,3,"Symphony, per square centimeter (add-on, list separately in addition to primary","Symphony, per sq cm"
A2010,00100,3,"Apis, per square centimeter (add-on, list separately in addition to primary","Apis, per square centimeter"
A2011,00100,3,"Supra sdrm, per square centimeter (add-on, list separately in addition to","Supra sdrm, per sq cm"
A2012,00100,3,"Suprathel, per square centimeter (add-on, list separately in addition to","Suprathel, per sq cm"
A2013,00100,3,"Innovamatrix fs, per square centimeter (add-on, list separately in addition to","Innovamatrix fs, per sq cm"
A2014,00100,3,"Omeza collagen matrix or omeza complete matrix, per 100 mg",Omeza collag compl 100 mg
A2015,00100,3,"Phoenix wound matrix, per square centimeter (add-on, list separately in","Phoenix wnd mtrx, per sq cm"
A2016,00100,3,"Permeaderm b, per square centimeter (add-on, list separately in addition to","Permeaderm b, per sq cm"
A2017,00100,3,"Permeaderm glove, each","Permeaderm glove, each"
A2018,00100,3,"Permeaderm c, per square centimeter (add-on, list separately in addition to","Permeaderm c, per sq cm"
A2019,00100,3,"Kerecis omega3 marigen shield, per square centimeter (add-on, list separately",Kerecis marigen shld sq cm
A2020,00100,3,Ac5 advanced wound system (ac5),Ac5 wound system
A2021,00100,3,"Neomatrix, per square centimeter (add-on, list separately in addition to",Neomatrix per sq cm
A2022,00100,3,"Innovaburn or innovamatrix xl, per square centimeter (add-on, list separately",Innovabrn/innovamatx xl sqcm
A2023,00100,3,"Innovamatrix pd, 1 mg","Innovamatrix pd, 1 mg"
A2024,00100,3,"Resolve matrix or xenopatch, per square centimeter (add-on, list separately in",Resolve or xenopatch sq cm
A2025,00100,3,"Miro3d, per cubic centimeter (add-on, list separately in addition to primary",Miro3d per cubic cm
A2026,00100,3,"Restrata minimatrix, 5 mg","Restrata minimatrix, 5 mg"
A2027,00100,3,"Matriderm, per square centimeter (add-on, list separately in addition to",Matriderm per sq cm
A2028,00100,3,"Micromatrix flex, per mg",Micromatrix flex per mg
A2029,00100,3,"Mirotract wound matrix sheet, per cubic centimeter (add-on, list separately in",Mirotract matrix sheet
A2030,00100,3,"Miro3d fibers, per milligram","Miro3d fibers, per mg"
A2031,00100,3,"Mirodry wound matrix, per square centimeter (add-on, list separately in","Mirodry, per sq cm"
A2032,00100,3,"Myriad matrix, per square centimeter (add-on, list separately in addition to","Myriad matrix, per sq cm"
A2033,00100,3,"Myriad morcells, 4 milligrams","Myriad morcells, 4 mg"
A2034,00100,3,"Foundation drs solo, per square centimeter (add-on, list separately in addition","Found drs solo, per sq cm"
A2035,00100,3,"Corplex p or theracor p or allacor p, per milligram",Corpl p therac p allac p mg
A2036,00100,3,"Cohealyx collagen dermal matrix, per square centimeter (add-on, list separately",Cohealyx col dml mx pr sq cm
A2037,00100,3,"G4derm plus/suprello, per milliliter","G4derm plus/suprello, pr ml"
A2038,00100,3,"Marigen pacto, per square centimeter (add-on, list separately in addition to","Marigen pacto, per sq cm"
A2039,00100,3,"Innovamatrix fd, per square centimeter (add-on, list separately in addition to","Innovamatrix fd, per sq cm"
A2040,00100,3,"Microlyte painguard, per square centimeter",Microlyte painguard pr sq cm
A2041,00100,3,"Foundation drs+ duo, per square centimeter",Foundation drs+ duo pr sq cm
A2042,00100,3,"Foundation drs+ solo, per square centimeter","Foundation drs+ solo, sq cm"
A2043,00100,3,"Biobrane, per square centimeter","Biobrane, per sq cm"
A2044,00100,3,"Biobrane glove, each","Biobrane glove, each"
A2045,00100,3,"Novashield or novogen wound matrix, per square centimeter",Novashield/novogen pr sq cm
A4100,00100,3,"Non-sheet form skin substitute, fda cleared as a device, not otherwise",Nosht skin sub fda clrd nos
A4206,00100,3,"Syringe with needle, sterile, 1 cc or less, each",1 cc sterile syringe&needle
A4207,00100,3,"Syringe with needle, sterile 2 cc, each",2 cc sterile syringe&needle
A4208,00100,3,"Syringe with needle, sterile 3 cc, each",3 cc sterile syringe&needle
A4209,00100,3,"Syringe with needle, sterile 5 cc or greater, each",5+ cc sterile syringe&needle
A4210,00100,3,"Needle-free injection device, each",Nonneedle injection device
A4211,00100,3,Supplies for self-administered injections,Supp for self-adm injections
A4212,00100,3,Non-coring needle or stylet with or without catheter,Non coring needle or stylet
A4213,00100,3,"Syringe, sterile, 20 cc or greater, each",20+ cc syringe only
A4215,00100,3,"Needle, sterile, any size, each",Sterile needle
A4216,00100,3,"Sterile water, saline and/or dextrose, diluent/flush, 10 ml","Sterile water/saline, 10 ml"
A4217,00100,3,"Sterile water/saline, 500 ml","Sterile water/saline, 500 ml"
A4218,00100,3,"Sterile saline or water, metered dose dispenser, 10 ml",Sterile saline or water
A4220,00100,3,Refill kit for implantable infusion pump,Infusion pump refill kit
A4221,00100,3,"Supplies for maintenance of non-insulin drug infusion catheter, per week (list",Supp non-insulin inf cath/wk
A4222,00100,3,"Infusion supplies for external drug infusion pump, per cassette or bag (list",Infusion supplies with pump
A4223,00100,3,"Infusion supplies not used with external infusion pump, per cassette or bag",Infusion supplies w/o pump
A4224,00100,3,"Supplies for maintenance of insulin infusion catheter, per week",Supply insulin inf cath/wk
A4225,00100,3,"Supplies for external insulin infusion pump, syringe type cartridge, sterile,",Sup/ext insulin inf pump syr
